Date,Sentiment Index
2023-09-26,67.8
2023-09-27,67.8
2023-09-28,67.8
2023-09-29,67.8
2023-10-02,63.8
2023-10-03,63.8
2023-10-04,63.8
2023-10-05,63.8
2023-10-06,63.8
2023-10-09,63.8
2023-10-10,63.8
2023-10-11,63.8
2023-10-12,63.8
2023-10-13,63.8
2023-10-16,63.8
2023-10-17,63.8
2023-10-18,63.8
2023-10-19,63.8
2023-10-20,63.8
2023-10-23,63.8
2023-10-24,63.8
2023-10-25,63.8
2023-10-26,63.8
2023-10-27,63.8
2023-10-30,63.8
2023-10-31,63.8
2023-11-01,61.3
2023-11-02,61.3
2023-11-03,61.3
2023-11-06,61.3
2023-11-07,61.3
2023-11-08,61.3
2023-11-09,61.3
2023-11-10,61.3
2023-11-13,61.3
2023-11-14,61.3
2023-11-15,61.3
2023-11-16,61.3
2023-11-17,61.3
2023-11-20,61.3
2023-11-21,61.3
2023-11-22,61.3
2023-11-23,61.3
2023-11-24,61.3
2023-11-27,61.3
2023-11-28,61.3
2023-11-29,61.3
2023-11-30,61.3
2023-12-01,69.7
2023-12-04,69.7
2023-12-05,69.7
2023-12-06,69.7
2023-12-07,69.7
2023-12-08,69.7
2023-12-11,69.7
2023-12-12,69.7
2023-12-13,69.7
2023-12-14,69.7
2023-12-15,69.7
2023-12-18,69.7
2023-12-19,69.7
2023-12-20,69.7
2023-12-21,69.7
2023-12-22,69.7
2023-12-25,69.7
2023-12-26,69.7
2023-12-27,69.7
2023-12-28,69.7
2023-12-29,69.7
2024-01-01,79.0
