Dates,SPX Index,LBUSTRUU Index
3/7/2007,2575.65,1071.03
3/8/2007,2594.89,1070.99
3/9/2007,2596.74,1066.97
3/12/2007,2604.04,1069.07
3/13/2007,2549.7,1072.14
3/14/2007,2567.61,1070.73
3/15/2007,2577.56,1070.33
3/16/2007,2567.31,1069.89
3/19/2007,2596.37,1069.45
3/20/2007,2613.49,1070.53
3/21/2007,2659.89,1072.86
3/22/2007,2658.93,1069.63
3/23/2007,2661.95,1068.36
3/26/2007,2664.62,1069.94
3/27/2007,2647.55,1069.1
3/28/2007,2626.23,1068.71
3/29/2007,2636.53,1068.15
3/30/2007,2633.35,1067.63
4/2/2007,2640.47,1068.13
4/3/2007,2666.44,1067.45
4/4/2007,2669.56,1068.21
4/5/2007,2678.82,1067.41
4/6/2007,#N/A,#N/A
4/9/2007,2680.46,1064.48
4/10/2007,2687.79,1065.71
4/11/2007,2669.78,1065.41
4/12/2007,2687,1065.52
4/13/2007,2696.73,1064.49
4/16/2007,2726.81,1066.26
4/17/2007,2732.61,1069.07
4/18/2007,2734.59,1070.99
4/19/2007,2731.23,1070.56
4/20/2007,2757.54,1070.6
4/23/2007,2751.01,1072.15
4/24/2007,2750.01,1073.62
4/25/2007,2779.18,1072.46
4/26/2007,2777.2,1070.43
4/27/2007,2776.95,1069.84
4/30/2007,2754.43,1073.92
5/1/2007,2762,1073.35
5/2/2007,2780.85,1073.35
5/3/2007,2794.14,1071.91
5/4/2007,2800.44,1073.99
5/7/2007,2807.97,1074.79
5/8/2007,2804.82,1074.92
5/9/2007,2814.97,1072.93
5/10/2007,2774.76,1074.15
5/11/2007,2802.78,1072.99
5/14/2007,2797.74,1072.65
5/15/2007,2794.23,1071.73
5/16/2007,2820.03,1072.24
5/17/2007,2817.6,1070
5/18/2007,2836.9,1067.65
5/21/2007,2841.43,1069.12
5/22/2007,2839.54,1067.16
5/23/2007,2836.05,1065.81
5/24/2007,2807.91,1065.98
5/25/2007,2823.78,1065.83
5/28/2007,#N/A,#N/A
5/29/2007,2828.72,1065.33
5/30/2007,2853.19,1065.48
5/31/2007,2854.01,1065.03
6/1/2007,2865.05,1061.8
6/4/2007,2870.64,1063.59
6/5/2007,2854.88,1061.22
6/6/2007,2829.42,1061.45
6/7/2007,2778.08,1054.79
6/8/2007,2810.81,1054.1
6/11/2007,2813.66,1053.9
6/12/2007,2782.54,1047.62
6/13/2007,2827.01,1050.41
6/14/2007,2841.3,1050.21
6/15/2007,2860.5,1053.55
6/18/2007,2856.93,1055.56
6/19/2007,2862.1,1058.82
6/20/2007,2821.86,1056.12
6/21/2007,2840.57,1053.82
6/22/2007,2802.65,1055.55
6/25/2007,2793.34,1059.11
6/26/2007,2784.08,1057.81
6/27/2007,2810.62,1059.41
6/28/2007,2809.44,1057.17
6/29/2007,2804.91,1061.58
7/2/2007,2836,1063.57
7/3/2007,2847.11,1061.27
7/4/2007,#N/A,#N/A
7/5/2007,2848.16,1056.52
7/6/2007,2858.75,1054.13
7/9/2007,2861.49,1056.48
7/10/2007,2819.49,1062.32
7/11/2007,2836.55,1060.23
7/12/2007,2892.54,1058.53
7/13/2007,2901.85,1059.3
7/16/2007,2896.09,1062.67
7/17/2007,2895.8,1060.5
7/18/2007,2889.93,1063.91
7/19/2007,2903.37,1063
7/20/2007,2866.68,1065.95
7/23/2007,2881.18,1065.69
7/24/2007,2822.14,1066.03
7/25/2007,2835.8,1067.49
7/26/2007,2767.31,1071.89
7/27/2007,2721.87,1070.71
7/30/2007,2750.86,1069.38
7/31/2007,2714.85,1071.27
8/1/2007,2735.4,1071.82
8/2/2007,2748.44,1072.81
8/3/2007,2672.89,1075.88
8/6/2007,2739.91,1074.21
8/7/2007,2757.51,1074.29
8/8/2007,2798.69,1070.13
8/9/2007,2713.28,1072.5
8/10/2007,2714.35,1072.43
8/13/2007,2713.38,1072.8
8/14/2007,2662.6,1074.48
8/15/2007,2624.96,1074.16
8/16/2007,2633.92,1078.67
8/17/2007,2701.08,1077.34
8/20/2007,2700.33,1079.47
8/21/2007,2703.38,1081.96
8/22/2007,2736.38,1080.66
8/23/2007,2733.38,1081.36
8/24/2007,2766.37,1081.58
8/27/2007,2742.01,1084.39
8/28/2007,2675.43,1087.31
8/29/2007,2737,1085.55
8/30/2007,2725.29,1087.87
8/31/2007,2757.04,1085.63
9/3/2007,#N/A,#N/A
9/4/2007,2786.99,1085.56
9/5/2007,2755.11,1091.08
9/6/2007,2767.76,1089.96
9/7/2007,2719.27,1098.05
9/10/2007,2715.79,1100.57
9/11/2007,2754.18,1097.8
9/12/2007,2755.08,1095.28
9/13/2007,2779.29,1091.85
9/14/2007,2779.87,1093.05
9/17/2007,2765.15,1093.33
9/18/2007,2848.87,1095.97
9/19/2007,2866.9,1095.73
9/20/2007,2847.61,1087.84
9/21/2007,2861.19,1090.48
9/24/2007,2845.65,1091.13
9/25/2007,2844.69,1091.66
9/26/2007,2861.12,1091.9
9/27/2007,2872.8,1095.14
9/28/2007,2863.86,1094.62
10/1/2007,2903.27,1095.87
10/2/2007,2902.49,1097.72
10/3/2007,2889.43,1097.77
10/4/2007,2895.77,1099.33
10/5/2007,2925.27,1093.37
10/8/2007,2915.54,#N/A
10/9/2007,2940.01,1093.84
10/10/2007,2935.03,1094.07
10/11/2007,2919.55,1094.47
10/12/2007,2933.92,1093.01
10/15/2007,2908.52,1094.22
10/16/2007,2888.75,1095.12
10/17/2007,2894.28,1100.67
10/18/2007,2892.11,1103.13
10/19/2007,2815.47,1107.85
10/22/2007,2826.6,1107.68
10/23/2007,2852.36,1108.31
10/24/2007,2845.19,1112.43
10/25/2007,2842.38,1111.49
10/26/2007,2882.93,1109.4
10/29/2007,2894.42,1110.46
10/30/2007,2875.15,1110.12
10/31/2007,2911,1105.35
11/1/2007,2832.15,1110.7
11/2/2007,2834.64,1113.64
11/5/2007,2820.34,1110.83
11/6/2007,2855.57,1108.53
11/7/2007,2770.29,1108.99
11/8/2007,2768.76,1110.62
11/9/2007,2727.87,1112.73
11/12/2007,2699.62,#N/A
11/13/2007,2782.03,1111.51
11/14/2007,2762.39,1111.78
11/15/2007,2724.71,1116.45
11/16/2007,2739.56,1115.87
11/19/2007,2690.04,1119.04
11/20/2007,2702.71,1117.86
11/21/2007,2658.23,1120.58
11/22/2007,#N/A,#N/A
11/23/2007,2705.12,1122.42
11/26/2007,2639.95,1131.58
11/27/2007,2683.25,1125.97
11/28/2007,2763.62,1123.8
11/29/2007,2765.19,1127.13
11/30/2007,2787.46,1127.03
12/3/2007,2770.56,1130.82
12/4/2007,2751.79,1130.55
12/5/2007,2796.63,1129.53
12/6/2007,2840.48,1124.44
12/7/2007,2835.26,1117.15
12/10/2007,2857.41,1116.3
12/11/2007,2782.71,1125.28
12/12/2007,2800.53,1122.16
12/13/2007,2804.18,1118.43
12/14/2007,2764.3,1115.24
12/17/2007,2721.35,1117.75
12/18/2007,2739.09,1122.84
12/19/2007,2735.31,1125.81
12/20/2007,2749.95,1128.37
12/21/2007,2797.9,1121.32
12/24/2007,2821.34,1119.13
12/25/2007,#N/A,#N/A
12/26/2007,2823.75,1115.99
12/27/2007,2782.84,1120.13
12/28/2007,2787.05,1126.59
12/31/2007,2767.31,1130.47
1/1/2008,#N/A,#N/A
1/2/2008,2726.49,1138.45
1/3/2008,2726.49,1138.33
1/4/2008,2657.1,1141.73
1/7/2008,2666.01,1143.27
1/8/2008,2616.17,1142.79
1/9/2008,2653.38,1144.3
1/10/2008,2675.31,1140.1
1/11/2008,2637.75,1145.07
1/14/2008,2667.52,1146.44
1/15/2008,2598.57,1150.04
1/16/2008,2583.72,1148.54
1/17/2008,2505.75,1151.59
1/18/2008,2490.06,1151.19
1/21/2008,#N/A,#N/A
1/22/2008,2461.35,1158.11
1/23/2008,2516.34,1160.94
1/24/2008,2542.73,1149.19
1/25/2008,2500.82,1153.34
1/28/2008,2546.5,1154.39
1/29/2008,2562.94,1151.37
1/30/2008,2550.41,1148.13
1/31/2008,2595.32,1151.14
2/1/2008,2628.31,1153.71
2/4/2008,2599.81,1152.26
2/5/2008,2513.67,1155.06
2/6/2008,2494.79,1153.12
2/7/2008,2515.9,1146.79
2/8/2008,2504.94,1149.65
2/11/2008,2520.42,1151.38
2/12/2008,2539.57,1147.66
2/13/2008,2576.5,1146.88
2/14/2008,2540.66,1139.91
2/15/2008,2543.05,1140.61
2/18/2008,#N/A,#N/A
2/19/2008,2540.89,1133.89
2/20/2008,2563.07,1131.8
2/21/2008,2529.71,1140.46
2/22/2008,2550.71,1138.28
2/25/2008,2587.38,1132.25
2/26/2008,2605.98,1135.98
2/27/2008,2604.14,1138.25
2/28/2008,2580.27,1145.26
2/29/2008,2507.75,1152.88
3/3/2008,2509.21,1151.46
3/4/2008,2500.23,1145.76
3/5/2008,2515.15,1137.82
3/6/2008,2457.98,1134.95
3/7/2008,2436.51,1139.32
3/10/2008,2397.4,1142.57
3/11/2008,2490.22,1136.97
3/12/2008,2467.65,1146.78
3/13/2008,2480.91,1143.24
3/14/2008,2427.33,1147.96
3/17/2008,2405.07,1157.01
3/18/2008,2511.38,1151.32
3/19/2008,2447.98,1158.19
3/20/2008,2508.99,1159.99
3/21/2008,#N/A,#N/A
3/24/2008,2548.96,1151.44
3/25/2008,2555.1,1154.18
3/26/2008,2531.93,1153.99
3/27/2008,2502.32,1151.21
3/28/2008,2481.75,1154.72
3/31/2008,2496.48,1157.16
4/1/2008,2589.7,1151.38
4/2/2008,2585.04,1148.84
4/3/2008,2588.55,1150.15
4/4/2008,2590.72,1158.36
4/7/2008,2594.94,1156.14
4/8/2008,2582.11,1155.99
4/9/2008,2560.61,1160.58
4/10/2008,2572.64,1157.09
4/11/2008,2518.37,1160.46
4/14/2008,2509.54,1158.59
4/15/2008,2521.56,1154.51
4/16/2008,2581.35,1147.16
4/17/2008,2583.09,1145.87
4/18/2008,2631.77,1147.92
4/21/2008,2627.6,1151.59
4/22/2008,2603.62,1152.28
4/23/2008,2611.47,1151.62
4/24/2008,2628.95,1145.85
4/25/2008,2646.71,1144.87
4/28/2008,2643.94,1148.28
4/29/2008,2633.35,1150.19
4/30/2008,2622.95,1154.53
5/1/2008,2670.14,1156.16
5/2/2008,2679.11,1153.02
5/5/2008,2666.75,1153.54
5/6/2008,2688.03,1151.59
5/7/2008,2638.66,1153.56
5/8/2008,2648.83,1157.57
5/9/2008,2630.91,1157.89
5/12/2008,2661.08,1157.22
5/13/2008,2660.65,1149.33
5/14/2008,2672.2,1148
5/15/2008,2702.05,1155.52
5/16/2008,2705.63,1155.89
5/19/2008,2708.24,1158.06
5/20/2008,2682.2,1161.36
5/21/2008,2637.72,1158.14
5/22/2008,2645.4,1151.6
5/23/2008,2609.17,1156.19
5/26/2008,#N/A,#N/A
5/27/2008,2627.73,1150.99
5/28/2008,2639.08,1145.89
5/29/2008,2654,1141.86
5/30/2008,2658.22,1145.33
6/2/2008,2629.32,1149.43
6/3/2008,2613.63,1152.99
6/4/2008,2614.09,1149.98
6/5/2008,2667.22,1144.99
6/6/2008,2582.05,1149.08
6/9/2008,2584.27,1143.36
6/10/2008,2577.73,1135.43
6/11/2008,2533.07,1138.97
6/12/2008,2541.89,1131.14
6/13/2008,2581.71,1128.49
6/16/2008,2581.92,1129.32
6/17/2008,2563.79,1132.41
6/18/2008,2537.96,1138.32
6/19/2008,2548.56,1135.62
6/20/2008,2499.47,1138.21
6/23/2008,2499.61,1135.25
6/24/2008,2492.33,1137.99
6/25/2008,2507.6,1137.81
6/26/2008,2431.8,1141.35
6/27/2008,2422.47,1143.52
6/30/2008,2425.67,1144.33
7/1/2008,2435.84,1142.75
7/2/2008,2389.84,1144.02
7/3/2008,2392.6,1142.91
7/4/2008,#N/A,#N/A
7/7/2008,2371.74,1144.74
7/8/2008,2414.92,1149.71
7/9/2008,2357.91,1153.78
7/10/2008,2375.09,1154.13
7/11/2008,2347.83,1147.23
7/14/2008,2325.73,1151.61
7/15/2008,2299.33,1152.82
7/16/2008,2359.77,1145.93
7/17/2008,2389.4,1137.09
7/18/2008,2390.12,1132.83
7/21/2008,2388.84,1134.41
7/22/2008,2422.47,1132.35
7/23/2008,2432.73,1131.45
7/24/2008,2374.21,1141.05
7/25/2008,2384.55,1134.26
7/28/2008,2338.35,1141.06
7/29/2008,2395.51,1139.03
7/30/2008,2437.28,1140.02
7/31/2008,2404.44,1143.31
8/1/2008,2390.47,1144.38
8/4/2008,2368.19,1142.34
8/5/2008,2439.32,1140.74
8/6/2008,2449,1136.91
8/7/2008,2403.52,1143.77
8/8/2008,2463.34,1144.01
8/11/2008,2481.76,1140.37
8/12/2008,2450.78,1144.85
8/13/2008,2444.17,1142.6
8/14/2008,2458.31,1144.99
8/15/2008,2469.04,1147.77
8/18/2008,2430.43,1149.36
8/19/2008,2407.08,1148.41
8/20/2008,2422.78,1153.63
8/21/2008,2429.24,1150.21
8/22/2008,2458.21,1148.67
8/25/2008,2408.02,1153.25
8/26/2008,2417.27,1154.05
8/27/2008,2437.8,1155.7
8/28/2008,2475.89,1155.42
8/29/2008,2440.67,1155.11
9/1/2008,#N/A,#N/A
9/2/2008,2430.36,1158.87
9/3/2008,2426.49,1161.41
9/4/2008,2350.95,1164.85
9/5/2008,2361.9,1162.82
9/8/2008,2412.81,1173.01
9/9/2008,2327.04,1173.71
9/10/2008,2342.09,1171.82
9/11/2008,2376.6,1171.81
9/12/2008,2381.88,1166.3
9/15/2008,2264.91,1172.84
9/16/2008,2306.35,1168.06
9/17/2008,2192.98,1165.32
9/18/2008,2293.12,1160.86
9/19/2008,2389.44,1152.01
9/22/2008,2294.35,1150.71
9/23/2008,2256.98,1148.78
9/24/2008,2252.34,1150.92
9/25/2008,2298.58,1146.01
9/26/2008,2306.69,1144.15
9/29/2008,2095.26,1153.98
9/30/2008,2214.26,1138.25
10/1/2008,2204.11,1141
10/2/2008,2111.64,1144.66
10/3/2008,2081.81,1146.09
10/6/2008,1997.81,1154.83
10/7/2008,1877.42,1149.54
10/8/2008,1856.08,1138.09
10/9/2008,1707.11,1127.25
10/10/2008,1686.03,1121.48
10/13/2008,1892.86,#N/A
10/14/2008,1882.27,1114.81
10/15/2008,1703.36,1113.6
10/16/2008,1780.08,1115.76
10/17/2008,1768.42,1113.87
10/20/2008,1857.53,1119.27
10/21/2008,1797.24,1129.82
10/22/2008,1681.87,1131.42
10/23/2008,1704.43,1133.36
10/24/2008,1642.17,1122.54
10/27/2008,1586.83,1117.52
10/28/2008,1768.83,1112.25
10/29/2008,1748.39,1111.82
10/30/2008,1796.44,1110.82
10/31/2008,1825.58,1109.02
11/3/2008,1820.73,1113.79
11/4/2008,1899.16,1125.77
11/5/2008,1795,1131.78
11/6/2008,1700.25,1130.59
11/7/2008,1752.84,1127.71
11/10/2008,1729.64,1131.23
11/11/2008,1689.31,#N/A
11/12/2008,1597.24,1135.51
11/13/2008,1714.93,1127.92
11/14/2008,1639.57,1129.17
11/17/2008,1594.74,1129.37
11/18/2008,1611.75,1129.81
11/19/2008,1507.24,1130.78
11/20/2008,1399.43,1132.98
11/21/2008,1494.59,1133.18
11/24/2008,1597.84,1130.96
11/25/2008,1609.23,1146.26
11/26/2008,1670.28,1148
11/27/2008,#N/A,#N/A
11/28/2008,1687.42,1148.37
12/1/2008,1527.92,1154.68
12/2/2008,1593.07,1156.39
12/3/2008,1637.73,1157.04
12/4/2008,1586.87,1162.93
12/5/2008,1648.48,1159.91
12/8/2008,1715.91,1159.6
12/9/2008,1673.99,1164.86
12/10/2008,1695.27,1167.6
12/11/2008,1644.55,1170.46
12/12/2008,1656.81,1171.57
12/15/2008,1634.61,1173.73
12/16/2008,1723.71,1181.02
12/17/2008,1706.29,1188.9
12/18/2008,1668.15,1194.16
12/19/2008,1673.36,1193.1
12/22/2008,1641.07,1192.45
12/23/2008,1624.5,1191.47
12/24/2008,1635.28,1191.58
12/25/2008,#N/A,#N/A
12/26/2008,1644.57,1193.91
12/29/2008,1638.38,1196.14
12/30/2008,1681.16,1198.47
12/31/2008,1706.41,1194.95
1/1/2009,#N/A,#N/A
1/2/2009,1763.85,1188.16
1/5/2009,1755.19,1188.87
1/6/2009,1769.7,1192.95
1/7/2009,1714.64,1196.38
1/8/2009,1720.87,1197.93
1/9/2009,1682.1,1199.7
1/12/2009,1641.89,1203.21
1/13/2009,1645.08,1202
1/14/2009,1586.84,1203.78
1/15/2009,1589.14,1202.56
1/16/2009,1601.91,1199.61
1/19/2009,#N/A,#N/A
1/20/2009,1512.04,1197.56
1/21/2009,1582.52,1190.12
1/22/2009,1557.07,1189.46
1/23/2009,1565.98,1188.7
1/26/2009,1575.25,1189.36
1/27/2009,1593.55,1194.47
1/28/2009,1650.59,1190.47
1/29/2009,1592.73,1184.22
1/30/2009,1554.16,1183.52
2/2/2009,1553.3,1188.87
2/3/2009,1579.5,1184.23
2/4/2009,1568.16,1181.35
2/5/2009,1595.57,1182.14
2/6/2009,1641.87,1179.7
2/9/2009,1644.54,1180.37
2/10/2009,1558.88,1189.12
2/11/2009,1572.81,1192.43
2/12/2009,1576.1,1194.15
2/13/2009,1559.53,1187.44
2/16/2009,#N/A,#N/A
2/17/2009,1484.22,1195.24
2/18/2009,1483.04,1190.86
2/19/2009,1465.03,1185.3
2/20/2009,1447.51,1187.54
2/23/2009,1393.85,1186.84
2/24/2009,1453.76,1185.49
2/25/2009,1437.58,1179.8
2/26/2009,1413.65,1179.05
2/27/2009,1378.03,1178.68
3/2/2009,1309.15,1183.15
3/3/2009,1300.12,1181.93
3/4/2009,1333.92,1178.26
3/5/2009,1273.02,1184.4
3/6/2009,1275.03,1183.09
3/9/2009,1261.41,1179.56
3/10/2009,1348.18,1177.69
3/11/2009,1352.21,1180.11
3/12/2009,1411.63,1181.42
3/13/2009,1423.37,1181.42
3/16/2009,1418.05,1179.67
3/17/2009,1466.86,1177.8
3/18/2009,1499.6,1194.85
3/19/2009,1478.84,1193.39
3/20/2009,1447.66,1192.23
3/23/2009,1557.52,1191.95
3/24/2009,1523.72,1193.53
3/25/2009,1539.36,1190.69
3/26/2009,1577.61,1193.37
3/27/2009,1543.81,1193.42
3/30/2009,1486.66,1194.92
3/31/2009,1507.5,1196.46
4/1/2009,1534.43,1198.01
4/2/2009,1581.47,1196.01
4/3/2009,1597.86,1191.14
4/6/2009,1583.81,1191.28
4/7/2009,1544.71,1193.36
4/8/2009,1564.14,1196.78
4/9/2009,1627.48,1194.9
4/10/2009,#N/A,#N/A
4/13/2009,1632,1200.22
4/14/2009,1597.28,1203.95
4/15/2009,1618.62,1205.77
4/16/2009,1645.38,1203.93
4/17/2009,1654.05,1199.92
4/20/2009,1579.03,1204.3
4/21/2009,1614.72,1201.92
4/22/2009,1601.9,1199.82
4/23/2009,1618.81,1202.01
4/24/2009,1647.69,1200.81
4/27/2009,1630.09,1204.97
4/28/2009,1625.42,1202.33
4/29/2009,1662.88,1200.56
4/30/2009,1661.32,1202.65
5/1/2009,1670.86,1201.01
5/4/2009,1730.84,1202.72
5/5/2009,1724.12,1204.29
5/6/2009,1756.51,1206.14
5/7/2009,1732.09,1203.21
5/8/2009,1776.18,1204.36
5/11/2009,1736.48,1209.99
5/12/2009,1734.75,1210.89
5/13/2009,1686.16,1213.72
5/14/2009,1704.87,1213.18
5/15/2009,1684.59,1213.79
5/18/2009,1738.99,1210.93
5/19/2009,1736.12,1212.76
5/20/2009,1726.84,1217.37
5/21/2009,1696.76,1212.03
5/22/2009,1694.11,1209.37
5/25/2009,#N/A,#N/A
5/26/2009,1741.3,1207.19
5/27/2009,1706.71,1199.47
5/28/2009,1734.87,1199.72
5/29/2009,1759.78,1212.1
6/1/2009,1807.87,1203
6/2/2009,1811.66,1207.53
6/3/2009,1785.77,1211.88
6/4/2009,1807.79,1204.98
6/5/2009,1803.11,1195.27
6/8/2009,1801.59,1192.05
6/9/2009,1808.34,1195.56
6/10/2009,1801.78,1192.36
6/11/2009,1813.9,1196.3
6/12/2009,1816.64,1200.8
6/15/2009,1771.09,1205.54
6/16/2009,1747.3,1208.36
6/17/2009,1744.78,1211.62
6/18/2009,1760.55,1201.73
6/19/2009,1766.35,1205.52
6/22/2009,1709.52,1210.78
6/23/2009,1713.73,1212.59
6/24/2009,1725.61,1210.98
6/25/2009,1764.75,1217.86
6/26/2009,1762.4,1219.41
6/29/2009,1779.35,1219.97
6/30/2009,1763.46,1219.57
7/1/2009,1771.81,1220.06
7/2/2009,1717.29,1223.5
7/3/2009,#N/A,#N/A
7/6/2009,1722.01,1224
7/7/2009,1686.15,1226.06
7/8/2009,1684.23,1233.48
7/9/2009,1690.57,1228.5
7/10/2009,1683.37,1235.08
7/13/2009,1728.03,1234.74
7/14/2009,1737.74,1230.15
7/15/2009,1792.26,1223.73
7/16/2009,1808.67,1226.79
7/17/2009,1807.94,1224.28
7/20/2009,1829.77,1229.09
7/21/2009,1836.79,1235.52
7/22/2009,1836.11,1232.73
7/23/2009,1881.22,1225.84
7/24/2009,1887.24,1228.45
7/27/2009,1893.17,1227.41
7/28/2009,1887.97,1229.07
7/29/2009,1879.17,1229.92
7/30/2009,1902.92,1232.32
7/31/2009,1904.4,1240.85
8/3/2009,1935.16,1235.79
8/4/2009,1941.34,1234.7
8/5/2009,1936.08,1231.36
8/6/2009,1924.91,1232.96
8/7/2009,1952.15,1228.36
8/10/2009,1945.35,1234.27
8/11/2009,1920.05,1237.66
8/12/2009,1944.07,1237.12
8/13/2009,1958.23,1242.52
8/14/2009,1940.68,1244.71
8/17/2009,1891.61,1246.58
8/18/2009,1912.16,1244
8/19/2009,1926.23,1246.2
8/20/2009,1948.53,1248.34
8/21/2009,1987.05,1242.89
8/24/2009,1985.93,1247.21
8/25/2009,1990.89,1249.65
8/26/2009,1991.34,1250.51
8/27/2009,1997.4,1249.71
8/28/2009,1993.53,1251.21
8/31/2009,1976.73,1254.73
9/1/2009,1930.85,1256.05
9/2/2009,1924.66,1260.14
9/3/2009,1942.1,1258.63
9/4/2009,1969.02,1254.24
9/7/2009,#N/A,#N/A
9/8/2009,1987.66,1254.69
9/9/2009,2004,1255.04
9/10/2009,2025.96,1262.1
9/11/2009,2023.53,1262.76
9/14/2009,2037.04,1260.61
9/15/2009,2043.75,1259.27
9/16/2009,2076.66,1259.36
9/17/2009,2070.28,1263.75
9/18/2009,2076.06,1260.13
9/21/2009,2068.65,1260.09
9/22/2009,2082.96,1262.1
9/23/2009,2061,1264.51
9/24/2009,2040.73,1266.35
9/25/2009,2027.69,1267.81
9/28/2009,2065.96,1269.53
9/29/2009,2061.2,1269.51
9/30/2009,2054.21,1268.96
10/1/2009,1998.74,1274.08
10/2/2009,1989.37,1272.46
10/5/2009,2020.49,1273.09
10/6/2009,2049.59,1272.32
10/7/2009,2056.56,1276.99
10/8/2009,2072.66,1273.87
10/9/2009,2084.97,1267.64
10/12/2009,2094.55,#N/A
10/13/2009,2088.58,1272.98
10/14/2009,2127.07,1268.84
10/15/2009,2136.32,1266.6
10/16/2009,2118.21,1268.88
10/19/2009,2139.08,1270.02
10/20/2009,2125.14,1273.58
10/21/2009,2105.77,1270.28
10/22/2009,2129.39,1270.78
10/23/2009,2102.24,1268.71
10/26/2009,2076.45,1265.81
10/27/2009,2069.25,1270.78
10/28/2009,2027.14,1273.75
10/29/2009,2075.2,1269.69
10/30/2009,2014.17,1275.72
11/2/2009,2027.82,1274.48
11/3/2009,2032.99,1271.68
11/4/2009,2035.93,1269.26
11/5/2009,2077.25,1271.3
11/6/2009,2082.98,1273.37
11/9/2009,2132.07,1274.63
11/10/2009,2132.49,1275.52
11/11/2009,2143.73,#N/A
11/12/2009,2120.99,1278.29
11/13/2009,2133.75,1279.98
11/16/2009,2166.52,1285.29
11/17/2009,2168.88,1285.28
11/18/2009,2168.16,1283.49
11/19/2009,2137.72,1284.45
11/20/2009,2130.91,1284.28
11/23/2009,2161.39,1284.96
11/24/2009,2160.32,1287.84
11/25/2009,2170.81,1288.92
11/26/2009,#N/A,#N/A
11/27/2009,2132.21,1292.59
11/30/2009,2140.9,1293.53
12/1/2009,2168.06,1290.41
12/2/2009,2169.13,1288.41
12/3/2009,2150.15,1286.1
12/4/2009,2162.57,1281.52
12/7/2009,2157.07,1284.91
12/8/2009,2134.22,1288.33
12/9/2009,2142.66,1287.42
12/10/2009,2155.98,1285.06
12/11/2009,2164.66,1283.48
12/14/2009,2180.51,1283.26
12/15/2009,2167.86,1280.56
12/16/2009,2170.45,1281.57
12/17/2009,2143.72,1287.93
12/18/2009,2156.84,1285.13
12/21/2009,2180.58,1278.89
12/22/2009,2188.74,1275.8
12/23/2009,2194.5,1275.55
12/24/2009,2206.57,1272.01
12/25/2009,#N/A,#N/A
12/28/2009,2209.53,1270.21
12/29/2009,2206.68,1272.17
12/30/2009,2207.35,1274.09
12/31/2009,2184.17,1271.75
1/1/2010,#N/A,#N/A
1/4/2010,2220.92,1273.59
1/5/2010,2228.17,1279.64
1/6/2010,2230.46,1278.4
1/7/2010,2239.94,1277.68
1/8/2010,2246.66,1278.92
1/11/2010,2250.76,1279.54
1/12/2010,2228.7,1285.03
1/13/2010,2248.33,1281.91
1/14/2010,2254.07,1285.55
1/15/2010,2228.68,1288.53
1/18/2010,#N/A,#N/A
1/19/2010,2257.79,1286.94
1/20/2010,2233.16,1289.38
1/21/2010,2189.01,1292.28
1/22/2010,2138.33,1291.96
1/25/2010,2148.68,1290.37
1/26/2010,2139.24,1290.14
1/27/2010,2150.25,1289.51
1/28/2010,2123.86,1289.3
1/29/2010,2102.01,1292.71
2/1/2010,2133.43,1290.51
2/2/2010,2162.41,1292.09
2/3/2010,2150.78,1289.51
2/4/2010,2080.75,1293.95
2/5/2010,2087.08,1296.83
2/8/2010,2068.4,1294.51
2/9/2010,2096.76,1291.9
2/10/2010,2092.41,1288.59
2/11/2010,2113.93,1287.41
2/12/2010,2108.32,1289.63
2/15/2010,#N/A,#N/A
2/16/2010,2148.38,1291.67
2/17/2010,2158.29,1287.86
2/18/2010,2173.33,1285.34
2/19/2010,2178.65,1285.86
2/22/2010,2176.33,1286.96
2/23/2010,2148.78,1292.49
2/24/2010,2171.06,1292.11
2/25/2010,2166.91,1294.58
2/26/2010,2170.17,1297.91
3/1/2010,2193.3,1297.68
3/2/2010,2198.64,1298.67
3/3/2010,2199.98,1298.9
3/4/2010,2208.63,1299.79
3/5/2010,2241.05,1296.72
3/8/2010,2241.07,1296.6
3/9/2010,2245.19,1298.19
3/10/2010,2256.1,1297.67
3/11/2010,2266.41,1298.06
3/12/2010,2265.91,1298.57
3/15/2010,2267.03,1299.43
3/16/2010,2285.47,1302.31
3/17/2010,2299.4,1303.19
3/18/2010,2298.65,1301.82
3/19/2010,2286.45,1301.12
3/22/2010,2298.68,1302.16
3/23/2010,2316.16,1302.35
3/24/2010,2302.91,1295.22
3/25/2010,2298.82,1291.97
3/26/2010,2300.59,1294.68
3/29/2010,2314.67,1294.99
3/30/2010,2315.05,1294.31
3/31/2010,2307.17,1296.19
4/1/2010,2325.11,1294.27
4/2/2010,#N/A,1289.28
4/5/2010,2344.42,1286.61
4/6/2010,2348.54,1288.56
4/7/2010,2335.22,1295.19
4/8/2010,2343.53,1294.01
4/9/2010,2359.87,1294.93
4/12/2010,2364.26,1299.14
4/13/2010,2366.13,1301
4/14/2010,2393.66,1298.87
4/15/2010,2395.77,1300.26
4/16/2010,2355.52,1304.91
4/19/2010,2366.65,1302.46
4/20/2010,2386.56,1302.66
4/21/2010,2384.05,1305.91
4/22/2010,2389.79,1303.77
4/23/2010,2407.52,1301.62
4/26/2010,2396.76,1302.31
4/27/2010,2338.4,1308.47
4/28/2010,2354.61,1304.01
4/29/2010,2386.55,1307.36
4/30/2010,2345.16,1310.72
5/3/2010,2377.26,1308.08
